,tag,pop,orig_x,orig_y,dest_x,dest_y,leave_time_start,leave_time_end,arrival_time_start,arrival_time_end,take_car,take_transit,take_ondemand,take_walk
3165,person3165,1.0,-85.27761944950112,34.996670895338845,-85.31049000305563,35.050967076533965,0,0,0,0,True,True,True,True
3166,person3166,1.0,-85.28438405637228,35.01602037434537,-85.28056625948346,35.007774040176685,0,0,0,0,True,True,True,True
3167,person3167,1.0,-85.2984897657796,35.02037896440002,-85.30889887837822,35.05147760491905,0,0,0,0,True,True,True,True
3168,person3168,1.0,-85.30750269501206,35.004952310674206,-85.2896319719991,35.04821350527486,0,0,0,0,True,True,True,True
3169,person3169,1.0,-85.2776229167489,34.99855657117268,-85.31628669412919,35.03321004648655,0,0,0,0,True,True,True,True
3170,person3170,1.0,-85.2883503968024,34.99740607109857,-85.2900536340254,35.048998648908864,0,0,0,0,True,True,True,True
3171,person3171,1.0,-85.2887363727456,34.99673389075668,-85.30604674072566,35.028835543453425,0,0,0,0,True,True,True,True
3172,person3172,1.0,-85.28393805821494,35.014612014689924,-85.27820074413306,35.0441988231754,0,0,0,0,True,True,True,True
3173,person3173,1.0,-85.28874637119104,34.9896861172705,-85.30829160625152,35.0367475152879,0,0,0,0,True,True,True,True
3174,person3174,1.0,-85.28824296842392,34.997390487629175,-85.2899726196211,35.048970239756834,0,0,0,0,True,True,True,True
3175,person3175,1.0,-85.29090132520561,34.98816145731216,-85.30940756391887,35.036108559879956,0,0,0,0,True,True,True,True
3176,person3176,1.0,-85.2849400676862,35.01554721495806,-85.28954682082627,35.048692101792724,0,0,0,0,True,True,True,True
3177,person3177,1.0,-85.2991631001114,35.0084053037083,-85.2954728195361,34.9908987977827,0,0,0,0,True,True,True,True
3178,person3178,1.0,-85.27925041860507,34.994351383797785,-85.30402085768719,35.03297920296427,0,0,0,0,True,True,True,True
3179,person3179,1.0,-85.28656643940997,34.98941927090585,-85.30831166050332,35.03054518959707,0,0,0,0,True,True,True,True
3180,person3180,1.0,-85.28331142935161,35.00442668526682,-85.3034589797735,35.03247483522291,0,0,0,0,True,True,True,True
3181,person3181,1.0,-85.28380485407706,35.01519993111576,-85.30905010195143,35.03619479029534,0,0,0,0,True,True,True,True
3182,person3182,1.0,-85.28402348490222,35.01492832654842,-85.30610089645137,35.02959474434695,0,0,0,0,True,True,True,True
3183,person3183,1.0,-85.28801352632058,34.99886062882783,-85.28953760376592,35.04852055511742,0,0,0,0,True,True,True,True
3184,person3184,1.0,-85.2989293569574,35.0195143514583,-85.31565919156243,35.036054702436495,0,0,0,0,True,True,True,True
3185,person3185,1.0,-85.30985337343294,35.004077253281736,-85.30560982826728,35.02881079980812,0,0,0,0,True,True,True,True
3186,person3186,1.0,-85.27776725683611,34.99657405049831,-85.28609558137859,35.01574129750814,0,0,0,0,True,True,True,True
3187,person3187,1.0,-85.28821869907796,34.997970818801505,-85.30437229723559,35.03375964978859,0,0,0,0,True,True,True,True
3188,person3188,1.0,-85.28414054093679,35.00495224242091,-85.27739172037333,35.04415906514645,0,0,0,0,True,True,True,True
3189,person3189,1.0,-85.28462844514598,35.01563761806386,-85.3126330586295,35.0336997087571,0,0,0,0,True,True,True,True
3190,person3190,1.0,-85.2880281529959,34.99641737753087,-85.31221373351659,35.0354583424673,0,0,0,0,True,True,True,True
3191,person3191,1.0,-85.29179316306451,34.99215419278402,-85.308333540923,35.04181861892221,0,0,0,0,True,True,True,True
3192,person3192,1.0,-85.288795628239,34.99637247253201,-85.29081179253745,35.047269320079224,0,0,0,0,True,True,True,True
3193,person3193,1.0,-85.27964264706416,34.99475591009267,-85.3042346299741,35.033408918963254,0,0,0,0,True,True,True,True
3194,person3194,1.0,-85.2844761335546,35.01544826197611,-85.3092498405903,35.042854309667675,0,0,0,0,True,True,True,True
3195,person3195,1.0,-85.2842447072731,35.00494278766024,-85.30687524741708,35.03538336416791,0,0,0,0,True,True,True,True
3196,person3196,1.0,-85.2838932434084,35.01531934813206,-85.28589918801549,35.017949421561326,0,0,0,0,True,True,True,True
3197,person3197,1.0,-85.28822100814455,34.99829411751524,-85.3031295387039,35.032395619244085,0,0,0,0,True,True,True,True
3198,person3198,1.0,-85.284138476122,35.00541607959758,-85.28721092526524,35.046552363539604,0,0,0,0,True,True,True,True
3199,person3199,1.0,-85.28417841096298,35.01403592583285,-85.30911580770808,35.05241759383263,0,0,0,0,True,True,True,True
3200,person3200,1.0,-85.28440632585999,35.01586790899552,-85.30865455627693,35.03691724203868,0,0,0,0,True,True,True,True
3201,person3201,1.0,-85.29185165096862,35.000206304323854,-85.27790986402813,35.04473087544972,0,0,0,0,True,True,True,True
3202,person3202,1.0,-85.3121300753036,35.006496194767536,-85.3065840748647,35.035168256665266,0,0,0,0,True,True,True,True
3203,person3203,1.0,-85.27744383899454,34.99674246108197,-85.30196097706731,35.05081478962533,0,0,0,0,True,True,True,True
3204,person3204,1.0,-85.27801216654157,34.996457336211684,-85.31667946442688,35.037390363340066,0,0,0,0,True,True,True,True
3205,person3205,1.0,-85.30997282962585,35.0064129399733,-85.28946861198739,35.048380952208454,0,0,0,0,True,True,True,True
3206,person3206,1.0,-85.28478344731965,35.01486379825497,-85.30748257835097,35.054853302933736,0,0,0,0,True,True,True,True
3207,person3207,1.0,-85.29667897253714,35.01081148065048,-85.30749339996044,35.03563948312757,0,0,0,0,True,True,True,True
3208,person3208,1.0,-85.28430861790288,35.01554498480009,-85.29994189308152,35.047551175061294,0,0,0,0,True,True,True,True
3209,person3209,1.0,-85.28870474372523,34.99554902339889,-85.28349020964399,34.997725573343814,0,0,0,0,True,True,True,True
3210,person3210,1.0,-85.28530688216162,35.01536165957239,-85.31429995033751,35.03373914711421,0,0,0,0,True,True,True,True
3211,person3211,1.0,-85.30985803074714,35.003575776140764,-85.30652691775552,35.02932717128346,0,0,0,0,True,True,True,True
3212,person3212,1.0,-85.28408356039466,35.014496736239934,-85.29596568271208,34.98839747283689,0,0,0,0,True,True,True,True
3213,person3213,1.0,-85.28431369755067,35.01525460101684,-85.2791610477077,35.045550215685864,0,0,0,0,True,True,True,True
3214,person3214,1.0,-85.28747675163658,34.989631173880795,-85.28732294605288,35.04724448460973,0,0,0,0,True,True,True,True
3215,person3215,1.0,-85.28423530739036,35.01582733327179,-85.3085216346445,35.03338863121751,0,0,0,0,True,True,True,True
3216,person3216,1.0,-85.28677725699136,34.9897104205758,-85.30582963221755,35.03104272861301,0,0,0,0,True,True,True,True
3217,person3217,1.0,-85.31109653326449,35.00591462263152,-85.28995507087045,35.04864606636228,0,0,0,0,True,True,True,True
3218,person3218,1.0,-85.27913635037471,34.99465873188845,-85.31201140768773,35.03563734720222,0,0,0,0,True,True,True,True
3219,person3219,1.0,-85.2872301733504,34.99775863889405,-85.31455516031389,35.036086284965826,0,0,0,0,True,True,True,True
3220,person3220,1.0,-85.29827655153653,35.00644729922833,-85.29246022930721,35.002924344842114,0,0,0,0,True,True,True,True
3221,person3221,1.0,-85.2884990597368,34.99516298724789,-85.29000423855912,35.048808016322404,0,0,0,0,True,True,True,True
3222,person3222,1.0,-85.29662104117173,35.00672582700436,-85.30870989139822,35.04322108697679,0,0,0,0,True,True,True,True
3223,person3223,1.0,-85.2883634237753,34.99639957392856,-85.29076227810297,35.04747196582355,0,0,0,0,True,True,True,True
3224,person3224,1.0,-85.28316388039367,35.01357337912191,-85.28958987929194,35.04871409052356,0,0,0,0,True,True,True,True
3225,person3225,1.0,-85.28846678588576,34.996924801636844,-85.30613934645199,35.029536408024455,0,0,0,0,True,True,True,True
3226,person3226,1.0,-85.2797865515978,34.99372081304656,-85.29039752525608,35.048736843025935,0,0,0,0,True,True,True,True
3227,person3227,1.0,-85.27779822912467,34.99895891801633,-85.30631412731582,35.029285105292225,0,0,0,0,True,True,True,True
3228,person3228,1.0,-85.28408150499916,35.01572293178097,-85.29091993253432,35.04746723404572,0,0,0,0,True,True,True,True
3229,person3229,1.0,-85.28788278117945,34.99732861874018,-85.28314183444117,34.99759710916914,0,0,0,0,True,True,True,True
3230,person3230,1.0,-85.29393625391516,35.00832208727899,-85.3133034269482,35.03452162178757,0,0,0,0,True,True,True,True
3231,person3231,1.0,-85.28895421798718,34.99621214215024,-85.31727451882107,35.037423948593094,0,0,0,0,True,True,True,True
3232,person3232,1.0,-85.28865782894913,34.99616917303757,-85.30881737164111,35.03178245936083,0,0,0,0,True,True,True,True
3233,person3233,1.0,-85.2940004146522,35.00843493010198,-85.31334060268179,35.034494509264704,0,0,0,0,True,True,True,True
3234,person3234,1.0,-85.28570839043178,35.01576960113294,-85.31246797767375,35.03568525738087,0,0,0,0,True,True,True,True
3235,person3235,1.0,-85.28818525304068,34.996931871657566,-85.29062631689857,35.04716792854432,0,0,0,0,True,True,True,True
3236,person3236,1.0,-85.31174227485654,35.008626697631286,-85.30880082003907,35.03212535903965,0,0,0,0,True,True,True,True
3237,person3237,1.0,-85.28742066121694,34.98998543617702,-85.30837904816738,35.03660380316596,0,0,0,0,True,True,True,True
3238,person3238,1.0,-85.28836125881381,34.995778276528384,-85.27969494967283,34.99839246056968,0,0,0,0,True,True,True,True
3239,person3239,1.0,-85.2850462663068,35.0156502016409,-85.28972711552952,35.04898254551949,0,0,0,0,True,True,True,True
3240,person3240,1.0,-85.27752887106818,34.99827917571148,-85.30605945920826,35.0297201402956,0,0,0,0,True,True,True,True
3241,person3241,1.0,-85.29596147835169,35.0037144716229,-85.29508913533644,35.013871800897206,0,0,0,0,True,True,True,True
3242,person3242,1.0,-85.28454451794406,35.01600754224786,-85.29273807539975,35.01471354780937,0,0,0,0,True,True,True,True
3243,person3243,1.0,-85.2841634433505,35.0140571886636,-85.29489638606191,35.04604432097739,0,0,0,0,True,True,True,True
3244,person3244,1.0,-85.28444874347176,35.01508301467941,-85.30649547857067,35.028846857572326,0,0,0,0,True,True,True,True
3245,person3245,1.0,-85.2988798955679,35.00845933626515,-85.30937897184913,35.03671301913956,0,0,0,0,True,True,True,True
3246,person3246,1.0,-85.29632693444758,35.01052908385291,-85.30741691564974,35.035711749764516,0,0,0,0,True,True,True,True
3247,person3247,1.0,-85.30897267990376,35.00569906096507,-85.29499889462578,35.045507390287554,0,0,0,0,True,True,True,True
3248,person3248,1.0,-85.29838068561946,35.018927178282034,-85.3183573653498,35.03740025928557,0,0,0,0,True,True,True,True
3249,person3249,1.0,-85.28998339429603,34.98697129741628,-85.28985618214895,35.04954074373863,0,0,0,0,True,True,True,True
3250,person3250,1.0,-85.31161124639672,35.007385175669825,-85.31737312670522,35.03650063318903,0,0,0,0,True,True,True,True
3251,person3251,1.0,-85.28328961598812,35.014591676859,-85.30458730063239,35.03259928921477,0,0,0,0,True,True,True,True
3252,person3252,1.0,-85.28790606184883,34.998386656242964,-85.31062271412841,35.03703273356937,0,0,0,0,True,True,True,True
3253,person3253,1.0,-85.28401174305505,35.014523862176496,-85.28655699486038,35.01703754492781,0,0,0,0,True,True,True,True
3254,person3254,1.0,-85.28574306450528,35.01603046715155,-85.30952763351992,35.03638849788429,0,0,0,0,True,True,True,True
3255,person3255,1.0,-85.30968764138632,35.00543761670397,-85.28993011822533,35.049043306986306,0,0,0,0,True,True,True,True
3256,person3256,1.0,-85.2853329086694,35.01605542958704,-85.30545655877549,35.054712173715906,0,0,0,0,True,True,True,True
3257,person3257,1.0,-85.28759778849034,34.99729766685995,-85.3145785134269,35.03208118853468,0,0,0,0,True,True,True,True
3258,person3258,1.0,-85.28506528440326,35.01553311718223,-85.3112024947588,35.03575261159759,0,0,0,0,True,True,True,True
3259,person3259,1.0,-85.28479682033293,35.015168514914876,-85.29030873801314,35.04823533203401,0,0,0,0,True,True,True,True
3260,person3260,1.0,-85.28814757225163,34.99771359398061,-85.3102296602376,35.03465538959254,0,0,0,0,True,True,True,True
3261,person3261,1.0,-85.28457616765478,35.01612512051784,-85.3086508398279,35.03023816930318,0,0,0,0,True,True,True,True
3262,person3262,1.0,-85.28993387103122,34.985448621394845,-85.28867708031179,35.04644824132013,0,0,0,0,True,True,True,True
3263,person3263,1.0,-85.31150013985416,35.00786072521717,-85.29133478585656,35.047517813767605,0,0,0,0,True,True,True,True
3264,person3264,1.0,-85.28387905888994,35.01398870100848,-85.31767511694324,35.037336620683256,0,0,0,0,True,True,True,True
3265,person3265,1.0,-85.2798815222899,34.99394384776645,-85.28986460194515,34.99106202112584,0,0,0,0,True,True,True,True
3266,person3266,1.0,-85.28409365537654,35.00562098352064,-85.30667334212454,35.035418661326155,0,0,0,0,True,True,True,True
3267,person3267,1.0,-85.28722080669577,34.98942497032614,-85.31423925098652,35.03289200955969,0,0,0,0,True,True,True,True
3268,person3268,1.0,-85.27862889628615,34.99648394408925,-85.31384484858683,35.03262330482325,0,0,0,0,True,True,True,True
3269,person3269,1.0,-85.28308833950908,35.0138874467717,-85.28981207178775,35.04901245309178,0,0,0,0,True,True,True,True
3270,person3270,1.0,-85.30939080076436,35.00590194802543,-85.2903065073441,35.04822424248807,0,0,0,0,True,True,True,True
3271,person3271,1.0,-85.27861568485281,34.99501093581383,-85.31251281088547,35.03575889875941,0,0,0,0,True,True,True,True
3272,person3272,1.0,-85.28471565735438,35.01613101724762,-85.28972231422904,35.04905013582357,0,0,0,0,True,True,True,True
3273,person3273,1.0,-85.28382724059219,35.015050789434866,-85.30583006527912,35.029193901689624,0,0,0,0,True,True,True,True
3274,person3274,1.0,-85.28887441343277,34.99639462333477,-85.28930263084264,35.04848261217164,0,0,0,0,True,True,True,True
3275,person3275,1.0,-85.27857626906868,34.995438789514175,-85.31237505432986,35.03587066172243,0,0,0,0,True,True,True,True
3276,person3276,1.0,-85.31204089924363,35.005816451416884,-85.2869349010651,35.04839095541328,0,0,0,0,True,True,True,True
3277,person3277,1.0,-85.28436534731445,35.01503448528732,-85.31344643300443,35.04347165228933,0,0,0,0,True,True,True,True
3278,person3278,1.0,-85.28883479442663,34.99527761758673,-85.31754308904299,35.03717025805935,0,0,0,0,True,True,True,True
3279,person3279,1.0,-85.28428689731142,35.015942789213064,-85.29147315262584,35.047410302687354,0,0,0,0,True,True,True,True
3280,person3280,1.0,-85.28505591352138,35.01624505067186,-85.31167214427701,35.03525220780889,0,0,0,0,True,True,True,True
3281,person3281,1.0,-85.28391970618353,35.01453755184353,-85.3091873064894,35.05251951824627,0,0,0,0,True,True,True,True
3282,person3282,1.0,-85.2842010540257,35.015849367548086,-85.28031779388623,35.04477341030548,0,0,0,0,True,True,True,True
3283,person3283,1.0,-85.31149866567088,35.007302576205035,-85.31706440718222,35.03692723779773,0,0,0,0,True,True,True,True
3284,person3284,1.0,-85.27913656760498,34.9949295120853,-85.30834594068774,35.03003667111927,0,0,0,0,True,True,True,True
3285,person3285,1.0,-85.28788851072862,34.99756758016433,-85.3183079406298,35.0345422050132,0,0,0,0,True,True,True,True
3286,person3286,1.0,-85.28374616442343,35.014110049470844,-85.27807543381473,35.04595117574693,0,0,0,0,True,True,True,True
3287,person3287,1.0,-85.28792129104603,34.99779377042057,-85.282571349644,35.01462493691095,0,0,0,0,True,True,True,True
3288,person3288,1.0,-85.29601686743293,34.989100975705234,-85.28917530780609,34.98578693856638,0,0,0,0,True,True,True,True
3289,person3289,1.0,-85.28710092672588,34.98967481103307,-85.30865567950914,35.03665607915274,0,0,0,0,True,True,True,True
3290,person3290,1.0,-85.28855812761108,34.99706761272984,-85.30438977759367,35.032905761095805,0,0,0,0,True,True,True,True
3291,person3291,1.0,-85.29337327488763,34.9990532468972,-85.29394090218551,35.04642081082422,0,0,0,0,True,True,True,True
3292,person3292,1.0,-85.28736589763719,34.99849987987545,-85.30916513883092,35.03621972249442,0,0,0,0,True,True,True,True
3293,person3293,1.0,-85.29128417327539,35.00051221771605,-85.2773932428987,35.04446813257872,0,0,0,0,True,True,True,True
3294,person3294,1.0,-85.29476963373254,35.00893530582537,-85.31253735013249,35.03530940149423,0,0,0,0,True,True,True,True
3295,person3295,1.0,-85.2844711169951,35.015485293604236,-85.29965141172941,35.04738272333851,0,0,0,0,True,True,True,True
3296,person3296,1.0,-85.29339175016182,34.99920545313212,-85.31003189288082,35.054056297289314,0,0,0,0,True,True,True,True
3297,person3297,1.0,-85.28453346952136,35.016140350973984,-85.30896423336894,35.03359237710213,0,0,0,0,True,True,True,True
3298,person3298,1.0,-85.2866114269808,34.98963588285744,-85.2957048742924,35.04603513177796,0,0,0,0,True,True,True,True
3299,person3299,1.0,-85.2803967343348,34.99465724007097,-85.30896044212764,35.036949418962536,0,0,0,0,True,True,True,True
3300,person3300,1.0,-85.3100082921478,35.00607625316514,-85.28662364465538,35.04803091771291,0,0,0,0,True,True,True,True
3301,person3301,1.0,-85.28778745274269,34.99743768281357,-85.30504366524403,35.03408655515761,0,0,0,0,True,True,True,True
3302,person3302,1.0,-85.28450987235641,35.015908279908096,-85.31025895339961,35.03469448664079,0,0,0,0,True,True,True,True
3303,person3303,1.0,-85.28734833986233,34.98887351591682,-85.3142420223917,35.03591263797715,0,0,0,0,True,True,True,True
3304,person3304,1.0,-85.28458621736215,35.01521828474024,-85.29966280206551,35.02715267880301,0,0,0,0,True,True,True,True
3305,person3305,1.0,-85.28836766955813,34.99668155667937,-85.31790917776685,35.03651206389285,0,0,0,0,True,True,True,True
3306,person3306,1.0,-85.28784060652846,34.99869628600619,-85.2833868607877,34.996798186033786,0,0,0,0,True,True,True,True
3307,person3307,1.0,-85.28684298351354,34.98982122633843,-85.30347838663526,35.03229778658887,0,0,0,0,True,True,True,True
3308,person3308,1.0,-85.28290784357154,35.01447015603197,-85.30906613785766,35.03673128567706,0,0,0,0,True,True,True,True
3309,person3309,1.0,-85.2797272297835,34.994982053568364,-85.30464416766598,35.03304207686875,0,0,0,0,True,True,True,True
3310,person3310,1.0,-85.28407072348273,35.01496826446114,-85.30738845195587,35.05574175515567,0,0,0,0,True,True,True,True
3311,person3311,1.0,-85.28828681618127,34.9963842472519,-85.2951221194151,35.013589802334224,0,0,0,0,True,True,True,True
3312,person3312,1.0,-85.28502387361483,35.01526350119651,-85.30977249890563,35.0352690442168,0,0,0,0,True,True,True,True
3313,person3313,1.0,-85.2885087353953,34.98899715711476,-85.30358660617475,35.034572298129994,0,0,0,0,True,True,True,True
3314,person3314,1.0,-85.30732457332277,35.005891707233815,-85.27987915064081,35.04513314087407,0,0,0,0,True,True,True,True
3315,person3315,1.0,-85.27880336171452,34.99554235560469,-85.31238177921817,35.035441429693954,0,0,0,0,True,True,True,True
3316,person3316,1.0,-85.2984786141305,35.00841363639614,-85.2803429912614,35.044506356511306,0,0,0,0,True,True,True,True
3317,person3317,1.0,-85.2850522814976,35.01569320328122,-85.28107906763778,35.055431753374826,0,0,0,0,True,True,True,True
3318,person3318,1.0,-85.2854757556891,35.0158843844624,-85.2799516670954,35.04480439569478,0,0,0,0,True,True,True,True
3319,person3319,1.0,-85.28495635410017,35.015270545317044,-85.29495516126454,35.05068699912085,0,0,0,0,True,True,True,True
3320,person3320,1.0,-85.3092177030853,35.00582506114586,-85.29015511312075,35.04914654991125,0,0,0,0,True,True,True,True
3321,person3321,1.0,-85.29606316658541,35.00339085267086,-85.29030588022802,35.04865787447649,0,0,0,0,True,True,True,True
3322,person3322,1.0,-85.28527203294443,35.01570862071198,-85.2810701387562,35.00727132472112,0,0,0,0,True,True,True,True
3323,person3323,1.0,-85.27927601176452,34.99541010204053,-85.31247569696171,35.03594131419355,0,0,0,0,True,True,True,True
3324,person3324,1.0,-85.288097847851,34.995239420161475,-85.31304026373535,35.03464980424364,0,0,0,0,True,True,True,True
3325,person3325,1.0,-85.28781219604276,34.997808061546436,-85.2775616243686,35.04977523586397,0,0,0,0,True,True,True,True
3326,person3326,1.0,-85.27857483598589,34.99655698840879,-85.31435138728787,35.03235504454493,0,0,0,0,True,True,True,True
3327,person3327,1.0,-85.28447027193383,35.016181313723685,-85.28989023602809,35.048234815081294,0,0,0,0,True,True,True,True
3328,person3328,1.0,-85.2832243120543,35.01408330611068,-85.31681844150943,35.03322084550464,0,0,0,0,True,True,True,True
3329,person3329,1.0,-85.28410264827477,35.01590134149498,-85.30166822249404,35.05097206697063,0,0,0,0,True,True,True,True
3330,person3330,1.0,-85.29722806201946,35.00737284278503,-85.28972510376063,35.04817999762033,0,0,0,0,True,True,True,True
3331,person3331,1.0,-85.27781884555661,35.00399588759197,-85.3064444838648,35.03619809254995,0,0,0,0,True,True,True,True
3332,person3332,1.0,-85.28580607700714,35.016375937953576,-85.31250443841554,35.035427172470435,0,0,0,0,True,True,True,True
3333,person3333,1.0,-85.29508436533939,35.01342264699701,-85.29391375421649,35.01624178230796,0,0,0,0,True,True,True,True
3334,person3334,1.0,-85.28294126660653,35.01393032971082,-85.30814963690332,35.035924323730704,0,0,0,0,True,True,True,True
3335,person3335,1.0,-85.27875622846356,35.00164856318167,-85.29753113080393,35.006092955814886,0,0,0,0,True,True,True,True
3336,person3336,1.0,-85.28702349353036,34.99785011289461,-85.31458483535305,35.03592321000786,0,0,0,0,True,True,True,True
3337,person3337,1.0,-85.29433415911215,35.00854441180875,-85.28022586034534,35.04519156268677,0,0,0,0,True,True,True,True
3338,person3338,1.0,-85.28379018528246,35.01576489951555,-85.27999738365641,35.04430616805781,0,0,0,0,True,True,True,True
3339,person3339,1.0,-85.28577842466385,35.01583756157525,-85.28000494860906,35.04493689451732,0,0,0,0,True,True,True,True
3340,person3340,1.0,-85.28430098970142,35.014823079923,-85.2775320529898,35.011423990853274,0,0,0,0,True,True,True,True
3341,person3341,1.0,-85.28433403803598,35.015863990171205,-85.29117904802813,35.0478056913991,0,0,0,0,True,True,True,True
3342,person3342,1.0,-85.28989206679513,34.987185860609884,-85.31251735757803,35.03539760953279,0,0,0,0,True,True,True,True
3343,person3343,1.0,-85.28768408679917,34.99778615827725,-85.31809958973292,35.03504251465773,0,0,0,0,True,True,True,True
3344,person3344,1.0,-85.27972958236268,34.99469390420276,-85.31774173623091,35.036964003004776,0,0,0,0,True,True,True,True
3345,person3345,1.0,-85.29853381543101,35.0077364272227,-85.30863335947406,35.03218548592397,0,0,0,0,True,True,True,True
3346,person3346,1.0,-85.2958021135554,35.003760024076385,-85.29454013985404,35.01357629782309,0,0,0,0,True,True,True,True
3347,person3347,1.0,-85.28297647122092,35.0142430247346,-85.31681979474854,35.037376110250726,0,0,0,0,True,True,True,True
3348,person3348,1.0,-85.2928374644472,34.99898002631241,-85.31208508234391,35.035304835558385,0,0,0,0,True,True,True,True
3349,person3349,1.0,-85.28841301101286,34.99820357393284,-85.29032779440051,35.04900061178807,0,0,0,0,True,True,True,True
3350,person3350,1.0,-85.31064223876112,35.034870918966135,-85.29450569877369,35.00911545849309,0,0,0,0,True,True,True,True
3351,person3351,1.0,-85.29611074269546,35.00422548811815,-85.31495213458032,35.035622394978745,0,0,0,0,True,True,True,True
3352,person3352,1.0,-85.29530112453446,35.00893117457249,-85.31188554160445,35.03529180676329,0,0,0,0,True,True,True,True
3353,person3353,1.0,-85.28442074700227,35.015648909488185,-85.308806753552,35.04337009246361,0,0,0,0,True,True,True,True
3354,person3354,1.0,-85.27841174351002,34.99590580593399,-85.31441988975706,35.03296652048203,0,0,0,0,True,True,True,True
3355,person3355,1.0,-85.28414095789766,35.005377710411786,-85.30638010829563,35.03549721660922,0,0,0,0,True,True,True,True
3356,person3356,1.0,-85.28714056510145,34.99724579122274,-85.29080549038878,34.99036609929964,0,0,0,0,True,True,True,True
3357,person3357,1.0,-85.29038068973992,34.98540339517106,-85.31190951922787,35.03549456554192,0,0,0,0,True,True,True,True
3358,person3358,1.0,-85.29149153873253,34.992080021566274,-85.30806198994361,35.041866476447105,0,0,0,0,True,True,True,True
3359,person3359,1.0,-85.28533894816772,35.016227716514805,-85.28043788720464,35.04478651021573,0,0,0,0,True,True,True,True
3360,person3360,1.0,-85.2841265782985,35.01494175794466,-85.31206764792321,35.04518848717208,0,0,0,0,True,True,True,True
3361,person3361,1.0,-85.2880554473331,34.9896206663169,-85.30899292065682,35.03648811694328,0,0,0,0,True,True,True,True
3362,person3362,1.0,-85.27702643124204,34.99921347852305,-85.29108241172082,35.04749657762158,0,0,0,0,True,True,True,True
3363,person3363,1.0,-85.2886185809342,34.99712917457348,-85.31785958925187,35.037007392016164,0,0,0,0,True,True,True,True
3364,person3364,1.0,-85.28769259951191,34.997856273072,-85.31281473269024,35.03422902592988,0,0,0,0,True,True,True,True
3365,person3365,1.0,-85.2802908837899,34.99445765531105,-85.30299064481231,35.034727894218086,0,0,0,0,True,True,True,True
3366,person3366,1.0,-85.2771807331931,34.99874332307472,-85.29066242803036,35.048184935845065,0,0,0,0,True,True,True,True
3367,person3367,1.0,-85.28796972775214,34.998901845318386,-85.3085741856086,35.036833073060095,0,0,0,0,True,True,True,True
3368,person3368,1.0,-85.27728769306006,34.99939191342661,-85.29278427249616,35.01564913365688,0,0,0,0,True,True,True,True
3369,person3369,1.0,-85.30962278211139,35.00614080392064,-85.2895135660726,35.04835002715321,0,0,0,0,True,True,True,True
3370,person3370,1.0,-85.30805157075291,35.004178074935474,-85.31037683141754,35.05290435305331,0,0,0,0,True,True,True,True
3371,person3371,1.0,-85.28447874760809,35.015378300324834,-85.30879593583185,35.04326557382038,0,0,0,0,True,True,True,True
3372,person3372,1.0,-85.29506081848737,35.01294172847585,-85.29077803991751,35.047377190569456,0,0,0,0,True,True,True,True
3373,person3373,1.0,-85.28186089519346,35.03629197205961,-85.29078700472951,35.010542514088975,0,0,0,0,True,True,True,True
3374,person3374,1.0,-85.28684146296762,34.99745666163308,-85.29036927615746,35.048695787102346,0,0,0,0,True,True,True,True
3375,person3375,1.0,-85.28444965257076,35.01504720443861,-85.27778659209629,35.04587421904765,0,0,0,0,True,True,True,True
3376,person3376,1.0,-85.28779817081639,34.98949328619269,-85.28744287466724,35.04652016672174,0,0,0,0,True,True,True,True
3377,person3377,1.0,-85.31135427460356,35.006717739934224,-85.29495505707635,35.045868521371226,0,0,0,0,True,True,True,True
3378,person3378,1.0,-85.29916601042505,35.00397994392472,-85.28725091387395,35.01177660673235,0,0,0,0,True,True,True,True
3379,person3379,1.0,-85.2850872025381,35.01634849863167,-85.28098930213251,35.007355211596504,0,0,0,0,True,True,True,True
3380,person3380,1.0,-85.28849682858473,34.989370562720396,-85.30915456105112,35.03626508357598,0,0,0,0,True,True,True,True
3381,person3381,1.0,-85.28311892928524,35.01369070428967,-85.30882832757689,35.036424550981934,0,0,0,0,True,True,True,True
3382,person3382,1.0,-85.28571672226961,35.015127206592034,-85.2903691712445,35.04868805005419,0,0,0,0,True,True,True,True
3383,person3383,1.0,-85.2834748959332,35.01587804035196,-85.30380931165716,35.03459861009125,0,0,0,0,True,True,True,True
3384,person3384,1.0,-85.28932945642336,34.995937639966805,-85.3148604272995,35.03277482028241,0,0,0,0,True,True,True,True
3385,person3385,1.0,-85.28749233245073,34.98927817750437,-85.31419913268194,35.035723203746365,0,0,0,0,True,True,True,True
3386,person3386,1.0,-85.2822302006179,35.005294607045876,-85.30648202727015,35.02942715723342,0,0,0,0,True,True,True,True
3387,person3387,1.0,-85.28021011621664,34.998814420488245,-85.30133161108725,35.04440643271643,0,0,0,0,True,True,True,True
3388,person3388,1.0,-85.27945106661639,34.99472463532762,-85.30598949287784,35.031128145713055,0,0,0,0,True,True,True,True
3389,person3389,1.0,-85.284602330875,35.014675637782275,-85.28359901651538,35.05545755864556,0,0,0,0,True,True,True,True
3390,person3390,1.0,-85.28481707154602,35.00481565181317,-85.29298554188564,35.014971077218064,0,0,0,0,True,True,True,True
3391,person3391,1.0,-85.28002475045756,34.993459252174894,-85.28024925194667,35.04433052977249,0,0,0,0,True,True,True,True
3392,person3392,1.0,-85.28502164869074,35.0149328087141,-85.29533861709545,35.050329317627586,0,0,0,0,True,True,True,True
